2024-07-28 16:52:40.309 | [main] | DEBUG | com.github.davidmoten.rx.jdbc.QuerySelectOnSubscribe:103 | connectionProvider=com.github.davidmoten.rx.jdbc.ConnectionProviderFromUrl@3d97a632
2024-07-28 16:52:40.310 | [main] | DEBUG | com.github.davidmoten.rx.jdbc.QuerySelectOnSubscribe:105 | getting connection
2024-07-28 16:52:40.311 | [main] | DEBUG | com.github.davidmoten.rx.jdbc.QuerySelectOnSubscribe:107 | preparing statement,sql=select name from person where name = ?
2024-07-28 16:52:40.318 | [main] | DEBUG | com.github.davidmoten.rx.jdbc.QuerySelectOnSubscribe:113 | setting parameters
2024-07-28 16:52:40.329 | [main] | TRACE | com.github.davidmoten.rx.jdbc.QuerySelectProducer:114 | onNext
2024-07-28 16:52:40.333 | [main] | DEBUG | com.github.davidmoten.rx.jdbc.Util:124 | cancelled prep9: select name from person where name = ? {1: 'FRED'}
2024-07-28 16:52:40.333 | [main] | DEBUG | com.github.davidmoten.rx.jdbc.Util:129 | closed prep9: null
2024-07-28 16:52:40.333 | [main] | DEBUG | com.github.davidmoten.rx.jdbc.QuerySelectOnSubscribe:165 | closing con
2024-07-28 16:52:40.333 | [main] | DEBUG | com.github.davidmoten.rx.jdbc.QuerySelectOnSubscribe:167 | closed
