2024-08-05 15:56:27.964 | [main] | INFO  | o.a.m.internal.ManagerConnectionImpl:639 | Connecting to localhost:5038
2024-08-05 15:56:27.968 | [main] | DEBUG | o.a.m.internal.ManagerConnectionImpl:642 | Creating reader for localhost:5038
2024-08-05 15:56:27.968 | [main] | DEBUG | o.a.m.internal.ManagerConnectionImpl:647 | Creating writer
2024-08-05 15:56:27.968 | [main] | DEBUG | o.a.m.internal.ManagerConnectionImpl:654 | Passing socket to reader
2024-08-05 15:56:27.969 | [main] | DEBUG | o.a.m.internal.ManagerConnectionImpl:658 | Creating and starting reader thread
2024-08-05 15:56:27.972 | [main] | DEBUG | o.a.m.internal.ManagerConnectionImpl:666 | Passing socket to writer
2024-08-05 15:56:28.054 | [Thread-3] | DEBUG | o.a.m.internal.ManagerConnectionImpl:1070 | Dispatching event:
org.asteriskjava.manager.event.ProtocolIdentifierReceivedEvent[dateReceived='Mon Aug 05 15:56:28 JST 2024',server=null,protocolidentifier='Asterisk Call Manager/1.0',calleridname=null,systemname=null,connectedlinename=null,priority=null,sequencenumber=null,channelstate=null,exten=null,calleridnum=null,context=null,connectedlinenum=null,timestamp=null,channelstatedesc=null,systemHashcode=2051945476]
2024-08-05 15:56:28.055 | [Thread-3] | INFO  | o.a.m.internal.ManagerConnectionImpl:1225 | Connected via Asterisk Call Manager/1.0
2024-08-05 15:56:28.271 | [main] | INFO  | o.a.m.internal.ManagerConnectionImpl:702 | Closing socket.
